,L2_strength,Train_Loss,Train_Reg_Loss,Test_Loss,Test_Accuracy,r0
359,0.0718,1.918348476,2.771601792,1.902392414,40.63,3.4472768306732178
360,0.072,1.915499088,2.812502911,1.889529621,31.89,3.5296404361724854
361,0.0722,1.916222238,2.804972044,1.885153091,35.03,3.5084896087646484
362,0.0724,1.923110652,2.805157477,1.896194379,38.43,3.4904110431671143
363,0.0726,1.928452799,2.775587764,1.917019577,35.97,3.4159226417541504
364,0.0728,1.9297181,2.736977009,1.932972541,37.12,3.329981803894043
365,0.073,1.933667857,2.794596277,1.927875814,37.62,3.434173345565796
366,0.0732,1.93844224,2.775354357,1.919362916,37.75,3.3813023567199707
367,0.0734,1.944634224,2.769756467,1.931177268,35.55,3.3528265953063965
368,0.0736,1.946270319,2.718231614,1.958726973,39.68,3.2386064529418945
369,0.0738,1.956672246,2.773768991,1.933698602,37.3,3.327420711517334
370,0.074,1.981863896,2.740066648,1.974730454,34.29,3.2009313106536865
371,0.0742,2.022102818,2.570112859,2.022037921,26.8,2.717639207839966
372,0.0744,2.022029724,2.620583619,2.006439551,26.6,2.8363890647888184
373,0.0746,2.027642921,2.604649493,2.014764683,26.94,2.7811203002929688
374,0.0748,2.029916123,2.6109982,2.039805956,21.11,2.787201404571533
